lat,lon,CSF_selected,Cost_selected
34.5,-9.5,,inf
34.5,-8.5,,inf
34.5,-7.5,,inf
34.5,-6.5,BAUpRESIDUAL,-66362446000.0
34.5,-5.5,FM5pRESIDUAL,-21967364000.0
34.5,-4.5,BAUnTHININT,-88854360000.0
34.5,-3.5,FM5pDIACUT,-17266332000.0
34.5,-2.5,BAUpRESIDUAL,-22150670000.0
34.5,-1.5,BAUpDIACUT,-28517030000.0
34.5,-0.5,BAUpDIACUT,-24820675000.0
34.5,0.5,BAUpRESIDUAL,-5443448000.0
34.5,1.5,BAUpRESIDUAL,-2217215700.0
34.5,2.5,BAUpRESIDUAL,-2493471700.0
34.5,3.5,BAUpRESIDUAL,-2208831700.0
34.5,4.5,BAUpRESIDUAL,-108441864.0
34.5,5.5,BAUpRESIDUAL,-132892800.0
34.5,6.5,BAUpTHININT,-305177380.0
34.5,7.5,BAU,0.0
34.5,8.5,BAU,0.0
34.5,9.5,BAU,-127482110.0
34.5,10.5,,inf
34.5,11.5,,inf
34.5,12.5,,inf
34.5,13.5,,inf
34.5,14.5,,inf
34.5,15.5,,inf
34.5,16.5,,inf
34.5,17.5,,inf
34.5,18.5,,inf
34.5,19.5,,inf
34.5,20.5,,inf
34.5,21.5,,inf
34.5,22.5,,inf
34.5,23.5,,inf
34.5,24.5,,inf
34.5,25.5,,inf
34.5,26.5,,inf
34.5,27.5,,inf
34.5,28.5,,inf
34.5,29.5,,inf
34.5,30.5,,inf
34.5,31.5,,inf
34.5,32.5,,inf
35.5,-9.5,,inf
35.5,-8.5,,inf
35.5,-7.5,,inf
35.5,-6.5,,inf
35.5,-5.5,FM5pDIACUT,-173828130000.0
35.5,-4.5,,inf
35.5,-3.5,,inf
35.5,-2.5,,inf
35.5,-1.5,,inf
35.5,-0.5,BAUpRESIDUAL,-32243722000.0
35.5,0.5,BAUpRESIDUAL,-17078346000.0
35.5,1.5,BAUpRESIDUAL,-36303196000.0
35.5,2.5,FM5ppRESIDUAL,-10612559000.0
35.5,3.5,BAUpDIACUT,-2983863300.0
35.5,4.5,BAUnDIACUT,-3134823400.0
35.5,5.5,BAUpRESIDUAL,-11321113000.0
35.5,6.5,BAUppRESIDUAL,-51003683000.0
35.5,7.5,FM5pRESIDUAL,-7110162000.0
35.5,8.5,FM5pRESIDUAL,-24124078000.0
35.5,9.5,BAUpTHININT,-5149001700.0
35.5,10.5,FM5ppRESIDUAL,-382838080.0
35.5,11.5,,inf
35.5,12.5,,inf
35.5,13.5,,inf
35.5,14.5,,inf
35.5,15.5,,inf
35.5,16.5,,inf
35.5,17.5,,inf
35.5,18.5,,inf
35.5,19.5,,inf
35.5,20.5,,inf
35.5,21.5,,inf
35.5,22.5,,inf
35.5,23.5,,inf
35.5,24.5,,inf
35.5,25.5,,inf
35.5,26.5,,inf
35.5,27.5,,inf
35.5,28.5,,inf
35.5,29.5,,inf
35.5,30.5,,inf
35.5,31.5,,inf
35.5,32.5,,inf
36.5,-9.5,,inf
36.5,-8.5,,inf
36.5,-7.5,,inf
36.5,-6.5,,inf
36.5,-5.5,BAUpDIACUT,-62576630000.0
36.5,-4.5,,inf
36.5,-3.5,,inf
36.5,-2.5,,inf
36.5,-1.5,,inf
36.5,-0.5,,inf
36.5,0.5,,inf
36.5,1.5,BAUpDIACUT,-111649440000.0
36.5,2.5,BAUpRESIDUAL,-125519266000.0
36.5,3.5,FM5pDIACUT,-113760380000.0
36.5,4.5,FM5pDIACUT,-193824850000.0
36.5,5.5,FM5pRESIDUAL,-89636280000.0
36.5,6.5,BAUppRESIDUAL,-66396504000.0
36.5,7.5,BAUpRESIDUAL,-80311620000.0
36.5,8.5,BAUpDIACUT,-117117410000.0
36.5,9.5,BAUpRESIDUAL,-18461837000.0
36.5,10.5,BAUnDIACUT,-24639826000.0
36.5,11.5,,inf
36.5,12.5,,inf
36.5,13.5,,inf
36.5,14.5,,inf
36.5,15.5,,inf
36.5,16.5,,inf
36.5,17.5,,inf
36.5,18.5,,inf
36.5,19.5,,inf
36.5,20.5,,inf
36.5,21.5,,inf
36.5,22.5,,inf
36.5,23.5,,inf
36.5,24.5,,inf
36.5,25.5,,inf
36.5,26.5,,inf
36.5,27.5,,inf
36.5,28.5,,inf
36.5,29.5,FM5pDIACUT,-199633100000.0
36.5,30.5,,inf
36.5,31.5,,inf
36.5,32.5,BAUpDIACUT,-183249620000.0
37.5,-9.5,,inf
37.5,-8.5,BAUpRESIDUAL,-121394530000.0
37.5,-7.5,FM5pDIACUT,-128025640000.0
37.5,-6.5,BAUpRESIDUAL,-59256005000.0
37.5,-5.5,BAUpTHININT,-29946888000.0
37.5,-4.5,BAUpDIACUT,-155667040000.0
37.5,-3.5,BAUpDIACUT,-183891940000.0
37.5,-2.5,FM5pDIACUT,-103168836000.0
37.5,-1.5,BAUpRESIDUAL,-43861488000.0
37.5,-0.5,,inf
37.5,0.5,,inf
37.5,1.5,,inf
37.5,2.5,,inf
37.5,3.5,,inf
37.5,4.5,,inf
37.5,5.5,,inf
37.5,6.5,,inf
37.5,7.5,,inf
37.5,8.5,,inf
37.5,9.5,,inf
37.5,10.5,,inf
37.5,11.5,,inf
37.5,12.5,,inf
37.5,13.5,FM5pRESIDUAL,-63090508000.0
37.5,14.5,FM5pRESIDUAL,-63796593000.0
37.5,15.5,,inf
37.5,16.5,,inf
37.5,17.5,,inf
37.5,18.5,,inf
37.5,19.5,,inf
37.5,20.5,,inf
37.5,21.5,BAUpDIACUT,-158349870000.0
37.5,22.5,FM5pDIACUT,-258549960000.0
37.5,23.5,,inf
37.5,24.5,,inf
37.5,25.5,,inf
37.5,26.5,,inf
37.5,27.5,FM5pDIACUT,-206284180000.0
37.5,28.5,FM5pDIACUT,-242979270000.0
37.5,29.5,FM5pDIACUT,-104741765000.0
37.5,30.5,FM5pDIACUT,-136118895000.0
37.5,31.5,BAUpDIACUT,-158902700000.0
37.5,32.5,FM5pRESIDUAL,-42939390000.0
38.5,-9.5,,inf
38.5,-8.5,BAUpDIACUT,-111122970000.0
38.5,-7.5,BAUpTHININT,-58642450000.0
38.5,-6.5,BAUpRESIDUAL,-92884580000.0
38.5,-5.5,BAUpRESIDUAL,-57995230000.0
38.5,-4.5,BAUpDIACUT,-118263900000.0
38.5,-3.5,BAUpDIACUT,-147462500000.0
38.5,-2.5,BAUpDIACUT,-234090920000.0
38.5,-1.5,BAUpRESIDUAL,-43443573000.0
38.5,-0.5,BAUpTHININT,-104222745000.0
38.5,0.5,,inf
38.5,1.5,,inf
38.5,2.5,,inf
38.5,3.5,,inf
38.5,4.5,,inf
38.5,5.5,,inf
38.5,6.5,,inf
38.5,7.5,,inf
38.5,8.5,,inf
38.5,9.5,,inf
38.5,10.5,,inf
38.5,11.5,,inf
38.5,12.5,,inf
38.5,13.5,,inf
38.5,14.5,,inf
38.5,15.5,,inf
38.5,16.5,,inf
38.5,17.5,,inf
38.5,18.5,,inf
38.5,19.5,,inf
38.5,20.5,,inf
38.5,21.5,BAUpRESIDUAL,-255255300000.0
38.5,22.5,FM5pDIACUT,-245044920000.0
38.5,23.5,FM5pDIACUT,-146075170000.0
38.5,24.5,,inf
38.5,25.5,,inf
38.5,26.5,,inf
38.5,27.5,FM5pDIACUT,-178489870000.0
38.5,28.5,FM5pRESIDUAL,-89470630000.0
38.5,29.5,FM5pDIACUT,-81085735000.0
38.5,30.5,FM5nDIACUT,-38801727000.0
38.5,31.5,BAUpDIACUT,-40740530000.0
38.5,32.5,FM5pRESIDUAL,-4210846700.0
39.5,-9.5,,inf
39.5,-8.5,BAUpDIACUT,-235793220000.0
39.5,-7.5,BAUpDIACUT,-160570880000.0
39.5,-6.5,FM5pDIACUT,-96518180000.0
39.5,-5.5,FM5pDIACUT,-130568880000.0
39.5,-4.5,BAUpDIACUT,-196011100000.0
39.5,-3.5,FM5pDIACUT,-75194190000.0
39.5,-2.5,BAUpTHININT,-56161900000.0
39.5,-1.5,BAUpDIACUT,-194628170000.0
39.5,-0.5,BAUpDIACUT,-248081330000.0
39.5,0.5,,inf
39.5,1.5,,inf
39.5,2.5,,inf
39.5,3.5,,inf
39.5,4.5,,inf
39.5,5.5,,inf
39.5,6.5,,inf
39.5,7.5,,inf
39.5,8.5,FM5pDIACUT,-106195580000.0
39.5,9.5,FM5pDIACUT,-157571940000.0
39.5,10.5,,inf
39.5,11.5,,inf
39.5,12.5,,inf
39.5,13.5,,inf
39.5,14.5,,inf
39.5,15.5,,inf
39.5,16.5,BAUnDIACUT,-309379860000.0
39.5,17.5,,inf
39.5,18.5,,inf
39.5,19.5,,inf
39.5,20.5,BAUpRESIDUAL,-229145660000.0
39.5,21.5,BAUpRESIDUAL,-213173730000.0
39.5,22.5,BAUpDIACUT,-116722480000.0
39.5,23.5,,inf
39.5,24.5,,inf
39.5,25.5,,inf
39.5,26.5,BAUpRESIDUAL,-240668670000.0
39.5,27.5,BAUnTHININT,-174523450000.0
39.5,28.5,FM5pDIACUT,-176528060000.0
39.5,29.5,FM5pDIACUT,-217533050000.0
39.5,30.5,FM5nDIACUT,-76724250000.0
39.5,31.5,BAUpDIACUT,-22678086000.0
39.5,32.5,BAUpRESIDUAL,-4792932400.0
40.5,-9.5,,inf
40.5,-8.5,BAUpDIACUT,-311292530000.0
40.5,-7.5,BAUpRESIDUAL,-338501600000.0
40.5,-6.5,BAUpDIACUT,-210680410000.0
40.5,-5.5,BAUpDIACUT,-143086140000.0
40.5,-4.5,BAUpDIACUT,-130752640000.0
40.5,-3.5,FM5pDIACUT,-58021708000.0
40.5,-2.5,BAUpRESIDUAL,-157525930000.0
40.5,-1.5,FM5pDIACUT,-174812070000.0
40.5,-0.5,BAUpDIACUT,-299882100000.0
40.5,0.5,BAUpDIACUT,-330130520000.0
40.5,1.5,,inf
40.5,2.5,,inf
40.5,3.5,,inf
40.5,4.5,,inf
40.5,5.5,,inf
40.5,6.5,,inf
40.5,7.5,,inf
40.5,8.5,BAUpRESIDUAL,-64162263000.0
40.5,9.5,BAUpRESIDUAL,-183499920000.0
40.5,10.5,,inf
40.5,11.5,,inf
40.5,12.5,,inf
40.5,13.5,,inf
40.5,14.5,,inf
40.5,15.5,BAUpN,-156276210000.0
40.5,16.5,FM5pRESIDUAL,-84737340000.0
40.5,17.5,,inf
40.5,18.5,,inf
40.5,19.5,BAUpRESIDUAL,-98909086000.0
40.5,20.5,BAU,-201976700000.0
40.5,21.5,BAUpRESIDUAL,-136593080000.0
40.5,22.5,FM5pRESIDUAL,-76998754000.0
40.5,23.5,FM5pRESIDUAL,-117564190000.0
40.5,24.5,,inf
40.5,25.5,,inf
40.5,26.5,FM5pRESIDUAL,-96566660000.0
40.5,27.5,BAUpRESIDUAL,-132056424000.0
40.5,28.5,,inf
40.5,29.5,BAUppRESIDUAL,-300772720000.0
40.5,30.5,FM5pRESIDUAL,-256578470000.0
40.5,31.5,BAUpDIACUT,-209345200000.0
40.5,32.5,FM5pDIACUT,-104193960000.0
41.5,-9.5,,inf
41.5,-8.5,BAUpDIACUT,-251235340000.0
41.5,-7.5,BAU,-351617480000.0
41.5,-6.5,FM5pDIACUT,-207035220000.0
41.5,-5.5,BAUpDIACUT,-21116029000.0
41.5,-4.5,BAUpDIACUT,-41595957000.0
41.5,-3.5,BAUpRESIDUAL,-134526870000.0
41.5,-2.5,BAUpTHININT,-116745470000.0
41.5,-1.5,BAUpDIACUT,-113358004000.0
41.5,-0.5,BAUpDIACUT,-34362640000.0
41.5,0.5,BAUpDIACUT,-163543330000.0
41.5,1.5,BAUpRESIDUAL,-244051150000.0
41.5,2.5,,inf
41.5,3.5,,inf
41.5,4.5,,inf
41.5,5.5,,inf
41.5,6.5,,inf
41.5,7.5,,inf
41.5,8.5,,inf
41.5,9.5,,inf
41.5,10.5,,inf
41.5,11.5,,inf
41.5,12.5,,inf
41.5,13.5,FM5pRESIDUAL,-151942940000.0
41.5,14.5,BAUpRESIDUAL,-124206694000.0
41.5,15.5,FM5pRESIDUAL,-41692045000.0
41.5,16.5,,inf
41.5,17.5,,inf
41.5,18.5,,inf
41.5,19.5,BAUpRESIDUAL,-221003730000.0
41.5,20.5,BAUnTHININT,-242728440000.0
41.5,21.5,FM5pRESIDUAL,-186381840000.0
41.5,22.5,BAUppRESIDUAL,-210886930000.0
41.5,23.5,FM5pDIACUT,-142317730000.0
41.5,24.5,BAUpRESIDUAL,-391842070000.0
41.5,25.5,FM5pDIACUT,-142019740000.0
41.5,26.5,BAUppRESIDUAL,-40521900000.0
41.5,27.5,BAUpRESIDUAL,-56098460000.0
41.5,28.5,,inf
41.5,29.5,,inf
41.5,30.5,,inf
41.5,31.5,,inf
41.5,32.5,BAUpDIACUT,-277463660000.0
42.5,-9.5,,inf
42.5,-8.5,FM5pDIACUT,-270892800000.0
42.5,-7.5,BAUpDIACUT,-324353850000.0
42.5,-6.5,BAUpRESIDUAL,-334397100000.0
42.5,-5.5,BAUpRESIDUAL,-141617800000.0
42.5,-4.5,BAUpRESIDUAL,-102321130000.0
42.5,-3.5,BAUpRESIDUAL,-141263900000.0
42.5,-2.5,BAUpRESIDUAL,-268482970000.0
42.5,-1.5,BAUpRESIDUAL,-183798530000.0
42.5,-0.5,FM5pDIACUT,-243187560000.0
42.5,0.5,BAUpTHININT,-231213760000.0
42.5,1.5,BAUpTHININT,-295179580000.0
42.5,2.5,BAUppRESIDUAL,-288991000000.0
42.5,3.5,,inf
42.5,4.5,,inf
42.5,5.5,,inf
42.5,6.5,,inf
42.5,7.5,,inf
42.5,8.5,,inf
42.5,9.5,,inf
42.5,10.5,,inf
42.5,11.5,BAUpRESIDUAL,-73870200000.0
42.5,12.5,BAUpN,-118352090000.0
42.5,13.5,BAUpDIACUT,-139215340000.0
42.5,14.5,,inf
42.5,15.5,,inf
42.5,16.5,,inf
42.5,17.5,,inf
42.5,18.5,BAUpN,-318933760000.0
42.5,19.5,BAUpTHININT,-235582570000.0
42.5,20.5,FM5ppRESIDUAL,-203518900000.0
42.5,21.5,FM5pRESIDUAL,-186374900000.0
42.5,22.5,BAUpN,-304446100000.0
42.5,23.5,BAUpRESIDUAL,-258655540000.0
42.5,24.5,BAUpRESIDUAL,-246269120000.0
42.5,25.5,BAUpRESIDUAL,-37754925000.0
42.5,26.5,BAUpRESIDUAL,-78119650000.0
42.5,27.5,FM5pDIACUT,-173255300000.0
42.5,28.5,,inf
42.5,29.5,,inf
42.5,30.5,,inf
42.5,31.5,,inf
42.5,32.5,,inf
43.5,-9.5,,inf
43.5,-8.5,,inf
43.5,-7.5,BAUpN,-242605100000.0
43.5,-6.5,BAUpDIACUT,-372995060000.0
43.5,-5.5,BAUpRESIDUAL,-280391970000.0
43.5,-4.5,,inf
43.5,-3.5,,inf
43.5,-2.5,,inf
43.5,-1.5,BAUpDIACUT,-285638300000.0
43.5,-0.5,BAUpDIACUT,-145406360000.0
43.5,0.5,BAUppRESIDUAL,-58378367000.0
43.5,1.5,BAUpTHININT,-41384420000.0
43.5,2.5,FM5pDIACUT,-230235700000.0
43.5,3.5,FM5pRESIDUAL,-283551760000.0
43.5,4.5,FM5pDIACUT,-63975920000.0
43.5,5.5,BAUpDIACUT,-140617240000.0
43.5,6.5,BAUpRESIDUAL,-357380300000.0
43.5,7.5,,inf
43.5,8.5,,inf
43.5,9.5,,inf
43.5,10.5,FM5pRESIDUAL,-163762230000.0
43.5,11.5,BAUpDIACUT,-151399430000.0
43.5,12.5,BAUpDIACUT,-134112710000.0
43.5,13.5,,inf
43.5,14.5,,inf
43.5,15.5,,inf
43.5,16.5,BAUpRESIDUAL,-201126460000.0
43.5,17.5,BAUpRESIDUAL,-162659860000.0
43.5,18.5,BAUpDIACUT,-240107900000.0
43.5,19.5,FM5pRESIDUAL,-330664080000.0
43.5,20.5,BAUpRESIDUAL,-298421130000.0
43.5,21.5,BAUpRESIDUAL,-240944370000.0
43.5,22.5,BAUpDIACUT,-234814750000.0
43.5,23.5,BAUpRESIDUAL,-92554854000.0
43.5,24.5,FM5pDIACUT,-52080497000.0
43.5,25.5,FM5pDIACUT,-41967452000.0
43.5,26.5,BAUpRESIDUAL,-115801965000.0
43.5,27.5,BAUpTHININT,-81123660000.0
43.5,28.5,,inf
43.5,29.5,,inf
43.5,30.5,,inf
43.5,31.5,,inf
43.5,32.5,,inf
44.5,-9.5,,inf
44.5,-8.5,,inf
44.5,-7.5,,inf
44.5,-6.5,,inf
44.5,-5.5,,inf
44.5,-4.5,,inf
44.5,-3.5,,inf
44.5,-2.5,,inf
44.5,-1.5,,inf
44.5,-0.5,BAUpDIACUT,-539231750000.0
44.5,0.5,BAUpRESIDUAL,-120131920000.0
44.5,1.5,BAUpRESIDUAL,-155979450000.0
44.5,2.5,BAUpN,-103062590000.0
44.5,3.5,BAUpDIACUT,-324798970000.0
44.5,4.5,BAUpRESIDUAL,-268315410000.0
44.5,5.5,BAUpRESIDUAL,-269389920000.0
44.5,6.5,BAUpDIACUT,-132202320000.0
44.5,7.5,BAUpDIACUT,-228714480000.0
44.5,8.5,BAUnTHININT,-286595740000.0
44.5,9.5,BAUpDIACUT,-303775840000.0
44.5,10.5,FM5pRESIDUAL,-168308690000.0
44.5,11.5,BAUppRESIDUAL,-101943700000.0
44.5,12.5,,inf
44.5,13.5,,inf
44.5,14.5,,inf
44.5,15.5,BAUpDIACUT,-278645770000.0
44.5,16.5,BAUpRESIDUAL,-311583870000.0
44.5,17.5,BAUpRESIDUAL,-307298440000.0
44.5,18.5,BAUppRESIDUAL,-349845650000.0
44.5,19.5,BAUpRESIDUAL,-198017580000.0
44.5,20.5,BAUpDIACUT,-120988000000.0
44.5,21.5,BAUpDIACUT,-245957840000.0
44.5,22.5,BAUpRESIDUAL,-252991930000.0
44.5,23.5,BAUpTHININT,-94930035000.0
44.5,24.5,FM5ppRESIDUAL,-72327090000.0
44.5,25.5,FM5pDIACUT,-55905900000.0
44.5,26.5,BAUpRESIDUAL,-35349852000.0
44.5,27.5,FM5pDIACUT,-28145380000.0
44.5,28.5,BAUpTHININT,-52117910000.0
44.5,29.5,,inf
44.5,30.5,,inf
44.5,31.5,,inf
44.5,32.5,,inf
45.5,-9.5,,inf
45.5,-8.5,,inf
45.5,-7.5,,inf
45.5,-6.5,,inf
45.5,-5.5,,inf
45.5,-4.5,,inf
45.5,-3.5,,inf
45.5,-2.5,,inf
45.5,-1.5,,inf
45.5,-0.5,BAUpRESIDUAL,-161596180000.0
45.5,0.5,BAUpRESIDUAL,-136985750000.0
45.5,1.5,BAUpTHININT,-195883710000.0
45.5,2.5,FM5pDIACUT,-194107240000.0
45.5,3.5,BAUpRESIDUAL,-194744450000.0
45.5,4.5,BAUpTHININT,-126879410000.0
45.5,5.5,FM5pDIACUT,-157847680000.0
45.5,6.5,FM5pDIACUT,-63047580000.0
45.5,7.5,BAUpRESIDUAL,-106275004000.0
45.5,8.5,BAUpRESIDUAL,-188581970000.0
45.5,9.5,BAUpRESIDUAL,-122995890000.0
45.5,10.5,BAUnTHININT,-143049750000.0
45.5,11.5,BAUpRESIDUAL,-124296160000.0
45.5,12.5,BAUnTHININT,-44069482000.0
45.5,13.5,BAUpRESIDUAL,-206632000000.0
45.5,14.5,BAUpRESIDUAL,-349008360000.0
45.5,15.5,BAUpRESIDUAL,-212268070000.0
45.5,16.5,BAUpN,-193585410000.0
45.5,17.5,BAUppRESIDUAL,-217821480000.0
45.5,18.5,BAUpDIACUT,-116645940000.0
45.5,19.5,BAUppRESIDUAL,-33537954000.0
45.5,20.5,FM5ppRESIDUAL,-9113609000.0
45.5,21.5,BAUpDIACUT,-101861970000.0
45.5,22.5,BAUpTHININT,-199559450000.0
45.5,23.5,BAUpDIACUT,-229134240000.0
45.5,24.5,BAUpTHININT,-202235770000.0
45.5,25.5,BAUpTHININT,-187227080000.0
45.5,26.5,BAUpTHININT,-222776980000.0
45.5,27.5,BAUnTHININT,-27570266000.0
45.5,28.5,FM5pDIACUT,-35368403000.0
45.5,29.5,BAUpDIACUT,-49365240000.0
45.5,30.5,,inf
45.5,31.5,,inf
45.5,32.5,,inf
46.5,-9.5,,inf
46.5,-8.5,,inf
46.5,-7.5,,inf
46.5,-6.5,,inf
46.5,-5.5,,inf
46.5,-4.5,,inf
46.5,-3.5,,inf
46.5,-2.5,,inf
46.5,-1.5,BAUpRESIDUAL,-35809034000.0
46.5,-0.5,BAUpN,-19876086000.0
46.5,0.5,FM5pDIACUT,-45160370000.0
46.5,1.5,BAUppRESIDUAL,-95330670000.0
46.5,2.5,BAU,-77551010000.0
46.5,3.5,BAUpTHININT,-100225300000.0
46.5,4.5,BAUpTHININT,-122052880000.0
46.5,5.5,FM5pRESIDUAL,-178571660000.0
46.5,6.5,BAUpDIACUT,-184854130000.0
46.5,7.5,FM5pDIACUT,-82549740000.0
46.5,8.5,BAUpRESIDUAL,-72572260000.0
46.5,9.5,BAUpRESIDUAL,-65112027000.0
46.5,10.5,FM5pDIACUT,-24002513000.0
46.5,11.5,BAUpN,-94941950000.0
46.5,12.5,FM5pDIACUT,-142958460000.0
46.5,13.5,FM5pDIACUT,-223908840000.0
46.5,14.5,BAUpDIACUT,-419480040000.0
46.5,15.5,FM5pDIACUT,-256660900000.0
46.5,16.5,BAU,-122186610000.0
46.5,17.5,BAUppRESIDUAL,-126668430000.0
46.5,18.5,BAUpRESIDUAL,-62622430000.0
46.5,19.5,BAUpDIACUT,-94485140000.0
46.5,20.5,FM5ppRESIDUAL,-9017872000.0
46.5,21.5,BAUpDIACUT,-55208755000.0
46.5,22.5,BAUpRESIDUAL,-321371900000.0
46.5,23.5,BAUpRESIDUAL,-157699870000.0
46.5,24.5,BAU,-84122470000.0
46.5,25.5,BAUpRESIDUAL,-178614400000.0
46.5,26.5,BAUpDIACUT,-214817600000.0
46.5,27.5,BAUppRESIDUAL,-78890525000.0
46.5,28.5,FM5pRESIDUAL,-25413892000.0
46.5,29.5,BAUpRESIDUAL,-8799143000.0
46.5,30.5,FM5pDIACUT,-7488874000.0
46.5,31.5,,inf
46.5,32.5,FM5pDIACUT,-18235793000.0
47.5,-9.5,,inf
47.5,-8.5,,inf
47.5,-7.5,,inf
47.5,-6.5,,inf
47.5,-5.5,,inf
47.5,-4.5,,inf
47.5,-3.5,,inf
47.5,-2.5,BAUpDIACUT,-53067890000.0
47.5,-1.5,BAUpTHININT,-40111284000.0
47.5,-0.5,BAUpTHININT,-39941410000.0
47.5,0.5,BAUpDIACUT,-98430470000.0
47.5,1.5,BAUpRESIDUAL,-148089700000.0
47.5,2.5,BAUpRESIDUAL,-153388660000.0
47.5,3.5,BAU,-141983530000.0
47.5,4.5,FM5pRESIDUAL,-163677370000.0
47.5,5.5,BAUpRESIDUAL,-156658340000.0
47.5,6.5,FM5pDIACUT,-141129150000.0
47.5,7.5,BAUpDIACUT,-172513380000.0
47.5,8.5,BAUpDIACUT,-204366250000.0
47.5,9.5,BAUpDIACUT,-188129620000.0
47.5,10.5,FM5pDIACUT,-111670810000.0
47.5,11.5,FM5pDIACUT,-204198080000.0
47.5,12.5,BAUpTHININT,-111953470000.0
47.5,13.5,FM5pDIACUT,-151600500000.0
47.5,14.5,BAUpDIACUT,-199439700000.0
47.5,15.5,BAUpDIACUT,-323464100000.0
47.5,16.5,BAUpRESIDUAL,-162900840000.0
47.5,17.5,FM5ppRESIDUAL,-51049345000.0
47.5,18.5,BAUpRESIDUAL,-92480680000.0
47.5,19.5,FM5pDIACUT,-59914070000.0
47.5,20.5,FM5pRESIDUAL,-25993056000.0
47.5,21.5,FM5pRESIDUAL,-27176352000.0
47.5,22.5,BAUpTHININT,-72254325000.0
47.5,23.5,BAUpTHININT,-166888360000.0
47.5,24.5,BAUpRESIDUAL,-185450280000.0
47.5,25.5,BAUpDIACUT,-249076920000.0
47.5,26.5,BAUpN,-54355268000.0
47.5,27.5,BAUnDIACUT,-29857188000.0
47.5,28.5,BAUnTHININT,-43309584000.0
47.5,29.5,FM5pDIACUT,-10098090000.0
47.5,30.5,BAUpDIACUT,-1088363100.0
47.5,31.5,FM5pDIACUT,-1802393000.0
47.5,32.5,BAU,0.0
48.5,-9.5,,inf
48.5,-8.5,,inf
48.5,-7.5,,inf
48.5,-6.5,,inf
48.5,-5.5,,inf
48.5,-4.5,,inf
48.5,-3.5,BAUpDIACUT,-82740220000.0
48.5,-2.5,BAUpRESIDUAL,-56704545000.0
48.5,-1.5,BAUppRESIDUAL,-35673022000.0
48.5,-0.5,BAUpTHININT,-42430267000.0
48.5,0.5,BAUppRESIDUAL,-67040900000.0
48.5,1.5,BAUpDIACUT,-61646156000.0
48.5,2.5,BAUnTHININT,-92599520000.0
48.5,3.5,BAUpRESIDUAL,-86188760000.0
48.5,4.5,BAUpTHININT,-98891810000.0
48.5,5.5,BAUppRESIDUAL,-160782570000.0
48.5,6.5,BAUpRESIDUAL,-154599670000.0
48.5,7.5,FM5pDIACUT,-162461430000.0
48.5,8.5,BAUpDIACUT,-241220910000.0
48.5,9.5,BAUpDIACUT,-145557770000.0
48.5,10.5,BAUpDIACUT,-128115565000.0
48.5,11.5,BAUpDIACUT,-143849180000.0
48.5,12.5,BAUpDIACUT,-124379000000.0
48.5,13.5,BAUpDIACUT,-199167430000.0
48.5,14.5,BAUpRESIDUAL,-157324030000.0
48.5,15.5,BAUpDIACUT,-137945270000.0
48.5,16.5,FM5pDIACUT,-54896190000.0
48.5,17.5,BAUpTHININT,-122966690000.0
48.5,18.5,BAUppRESIDUAL,-172120830000.0
48.5,19.5,BAUpRESIDUAL,-248298820000.0
48.5,20.5,BAUpTHININT,-195181180000.0
48.5,21.5,BAUpRESIDUAL,-121304520000.0
48.5,22.5,FM5ppRESIDUAL,-108690440000.0
48.5,23.5,BAUpRESIDUAL,-231777160000.0
48.5,24.5,BAUpDIACUT,-204100140000.0
48.5,25.5,BAUppRESIDUAL,-53648020000.0
48.5,26.5,BAU,-41783276000.0
48.5,27.5,BAUppRESIDUAL,-35799800000.0
48.5,28.5,BAUnDIACUT,-21535621000.0
48.5,29.5,FM5pDIACUT,-23062886000.0
48.5,30.5,FM5pDIACUT,-14044521000.0
48.5,31.5,FM5pDIACUT,-6448356400.0
48.5,32.5,FM5pDIACUT,-15702168000.0
49.5,-9.5,,inf
49.5,-8.5,,inf
49.5,-7.5,,inf
49.5,-6.5,,inf
49.5,-5.5,,inf
49.5,-4.5,,inf
49.5,-3.5,,inf
49.5,-2.5,,inf
49.5,-1.5,,inf
49.5,-0.5,,inf
49.5,0.5,BAUppRESIDUAL,-36091105000.0
49.5,1.5,BAUpRESIDUAL,-57618866000.0
49.5,2.5,BAUpRESIDUAL,-56874516000.0
49.5,3.5,BAUpDIACUT,-97044240000.0
49.5,4.5,BAUpRESIDUAL,-112531270000.0
49.5,5.5,FM5pDIACUT,-107236884000.0
49.5,6.5,BAUpDIACUT,-116879390000.0
49.5,7.5,BAUpDIACUT,-164202460000.0
49.5,8.5,BAUpDIACUT,-125352160000.0
49.5,9.5,BAUpRESIDUAL,-113435610000.0
49.5,10.5,FM5pDIACUT,-97834150000.0
49.5,11.5,BAUpDIACUT,-255907680000.0
49.5,12.5,FM5pDIACUT,-203519410000.0
49.5,13.5,FM5pDIACUT,-222302720000.0
49.5,14.5,FM5pDIACUT,-140760450000.0
49.5,15.5,FM5pDIACUT,-152183080000.0
49.5,16.5,FM5pDIACUT,-128095126000.0
49.5,17.5,BAUpRESIDUAL,-108304560000.0
49.5,18.5,BAUpDIACUT,-207698150000.0
49.5,19.5,FM5pRESIDUAL,-133520420000.0
49.5,20.5,BAUpDIACUT,-122547044000.0
49.5,21.5,BAUpRESIDUAL,-179047190000.0
49.5,22.5,BAUppRESIDUAL,-195711500000.0
49.5,23.5,BAU,-126075250000.0
49.5,24.5,BAUpRESIDUAL,-73625320000.0
